1	1	1	0		N	?
Krono	####	####				
     	#kroonu	kroonu	0		S	sg n
nõwwap	####	####				
      	#nõuab	nõud	p		V	b
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
massu	####	####				
     	#maksu	maks	0		S	sg p
ilmmahhas	####	####				
         	#ilma	ilma	0		K	
jätmata	jät=mata	jät=mata	0		A	
       	@jätmata	jät	mata		V	mata
;	;	;			Z	
sis	####	####				
   	#siis	siis	0		D	
   	siis	siis	0		J	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
woi	####	####				
   	või	või	0		S	sg n
   	või	või	0		S	sg g
   	või	või	0		J	
   	või	või	0		D	
   	#või	või	0		V	o
üts	####	####				
   	üks	üks	0		N	sg n
   	#üks	üks	0		P	sg n
wäikenne	####	####				
        	#väikene	väikene	0		A	sg n
wald	vald	vald	0		S	sg n
mitte	mitte	mitte	0		D	
jõuda	jõuda	jõud	a		V	da
wenne	####	####				
     	#vene	vene	0		G	
Koolmeistre	####	####				
           	#koolmeistri	kool_meister	0		S	sg g
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
pärahha	####	####				
       	#pearaha	pea_raha	0		S	sg p
massa	####	####				
     	maksa	maks	0		V	o
     	#maksta	maks	a		V	da
2.	2.	2.	0		O	?
Koli	koli	koli	0		S	sg g
    	koli	koli	0		S	sg n
    	koli	koli	0		S	sg p
    	koli	koli	0		V	o
    	£kooli	kool	0		S	sg g
üllespiddamisse	####	####				
               	#ülespidamise	üles_pidamine	0		S	sg g
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
om	####	####				
  	#on	ole	0		V	b
sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
Koggokonna	####	####				
          	#kogukonna	kogukond	0		S	sg g
kohtul	kohtul	kohus	l		S	sg ad
wastutada	vastutada	vastuta	da		V	da
,	,	,			Z	
et	et	et	0		J	
Kidijerwe	####	####				
         	#Kiidjärve	Kidijerwe	0		H	sg g
wald	vald	vald	0		S	sg n
nink	####	####				
    	#ning	ning	0		J	
Koggokond	####	####				
        	#kogukond	kogukond	0		S	sg n
sädusse	####	####				
       	#seaduse	seadus	0		S	sg g
ramatu	####	####				
      	#raamatu	raamat	0		S	sg g
perra	####	####				
     	perra	perra	0		D	
     	#perra	perra	0		K	
Lutteri	####	####				
       	#luteri	luteri	0		G	
ussun	####	####				
     	#usus	usk	n		S	sg in
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
Koli	koli	koli	0		S	sg g
    	koli	koli	0		S	sg n
    	koli	koli	0		S	sg p
    	koli	koli	0		V	o
    	£kooli	kool	0		S	sg g
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
hoold	####	####				
     	#hoolt	hool	d		S	sg p
Kandwa	kandev	kandev	0		A	sg g
      	£kannavad	kand	va		V	vad
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
wenne	####	####				
     	#vene	vene	0		G	
ussulisse	####	####				
         	#usulised	usuline	0		A	pl n
Kannawa	kann_ava	kann_ava	0		S	sg g
       	kann_ava	kann_ava	0		S	sg n
       	kann_ava	kann_ava	0		S	sg p
       	£kannavad	kand	va		V	vad
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
Koli	koli	koli	0		S	sg g
    	koli	koli	0		S	sg n
    	koli	koli	0		S	sg p
    	koli	koli	0		V	o
    	£kooli	kool	0		S	sg g
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
hoold	####	####				
     	#hoolt	hool	d		S	sg p
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
jõudu	jõud	jõud	0		S	adt
     	@jõudu	jõud	0		S	sg p
     	jõudu	jõudu	0		I	
     	jõudu	jõudu	0		V	o
möda	####	####				
    	#mööda	mööda	0		K	
    	mööda	mööda	0		D	
.	.	.			Z	
Sest	see	see	st		P	sg el
    	@sest	sest	0		J	
et	et	et	0		J	
nüüd	nüüd	nüüd	0		D	
se	####	####				
  	#see	see	0		P	sg n
wenne	####	####				
     	#vene	vene	0		G	
Kool	@kool	kool	0		S	sg n
    	kubu	kubu	l		S	sg ad
mitte	mitte	mitte	0		D	
ütsinda	####	####				
       	#üksinda	üksinda	0		D	
Kidijerwe	####	####				
         	#Kiidjärve	Kidijerwe	0		H	sg g
??	??	??			Z	
laste	@laste	laps	te		S	pl g
     	last	last	e		S	pl p
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
säetu	####	####				
     	#seatud	sead	tu		V	tud
,	,	,			Z	
enge	####	####				
    	#vaid	enge	0		J	
pole	ole	ole	0		V	neg o
    	£poole	pool	0		N	sg g
wõnno	####	####				
     	#Võnnu	Wõnno	0		H	sg g
kihhelkonna	####	####				
           	#kihelkonna	kihelkond	0		S	sg g
päle	####	####				
    	#peale	peale	0		K	
    	peale	peale	0		D	
,	,	,			Z	
sis	####	####				
   	#siis	siis	0		D	
   	siis	siis	0		J	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
woi	####	####				
   	või	või	0		S	sg n
   	või	või	0		S	sg g
   	või	või	0		J	
   	või	või	0		D	
   	#või	või	0		V	o
na	na	na	0		D	
weidi	veidi	veidi	0		D	
wenne	####	####				
     	#vene	vene	0		G	
ussulissi	####	####				
         	#usulisi	usuline	i		S	pl p
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
Kidijerwe	####	####				
         	#Kiidjärve	Kidijerwe	0		H	sg g
wallan	####	####				
      	#vallas	vald	n		S	sg in
omma	####	####				
    	oma	oma	0		P	sg g
    	#on	ole	0		V	vad
pole	ole	ole	0		V	neg o
    	£poole	pool	0		N	sg g
Wõnno	####	####				
     	#Võnnu	Wõnno	0		H	sg g
Kihhelkonnale	####	####				
             	#kihelkonnale	kihelkond	le		S	sg all
Koli	koli	koli	0		S	sg g
    	koli	koli	0		S	sg n
    	koli	koli	0		S	sg p
    	koli	koli	0		V	o
    	£kooli	kool	0		S	sg p
ülles	####	####				
     	#üles	üles	0		D	
piddada	####	####				
       	#pidada	pida	da		V	da
3.	3.	3.	0		O	?
Kohtomees	####	####				
         	#kohtumees	kohtu_mees	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Petso	####	####				
     	#Peetsu	Petso	0		H	sg n
wenne	####	####				
     	#vene	vene	0		G	
ussust	uss_uks	uss_uks	t		S	sg p
      	£usust	usk	st		S	sg el
om	####	####				
  	#on	ole	0		V	b
Koggokonna	####	####				
          	#kogukonna	kogukond	0		S	sg g
Kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
Kässu	####	####				
     	#käsu	käsk	0		S	sg g
päle	####	####				
    	#peale	peale	0		K	
    	peale	peale	0		D	
Koolmeistri	koolmeistri	kool_meister	0		S	sg g
hendaga	####	####				
       	#endaga	ise	ga		P	sg kom
käünu	####	####				
     	#käinud	käi	nu		V	nud
Wenne	####	####				
     	#vene	vene	0		G	
ussu	####	####				
    	#usu	usk	0		S	sg g
latsi	####	####				
     	#laste	laps	i		S	pl g
Koli	koli	koli	0		S	sg g
    	koli	koli	0		S	sg n
    	koli	koli	0		S	sg p
    	koli	koli	0		V	o
    	£kooli	kool	0		S	sg p
ajaman	####	####				
      	#ajamas	aja	man		V	mas
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
ka	ka	ka	0		D	
koli	koli	koli	0		S	sg g
    	koli	koli	0		S	sg n
    	koli	koli	0		S	sg p
    	koli	koli	0		V	o
    	£kooli	kool	0		S	sg g
ülle	ülle	ülle	0		D	
    	@üle	üle	0		D	
    	üle	üle	0		K	
kaeman	####	####				
      	#kaemas	kae	man		V	mas
4	4	4	0		N	?
,	,	,			Z	
Et	et	et	0		J	
Peter	Peeter	Peter	0		H	sg n
Simka	####	####				
     	#Simka	Simka	0		H	sg g
naine	naine	naine	0		S	sg n
Liis	@Liis	Liis	0		H	sg n
    	Lii	Lii	s		H	sg in
Wenne	####	####				
     	#vene	vene	0		G	
Preestri	preestri	preester	0		S	sg g
een	####	####				
   	#ees	ees	0		K	
   	ees	ees	0		D	
mehhe	####	####				
     	#mehe	mees	0		S	sg g
holetusse	####	####				
         	#hooletuse	hooletus	0		S	sg g
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
om	####	####				
  	#on	ole	0		V	b
Kaibaman	####	####				
        	#kaebamas	kaeba	man		V	mas
käünu	####	####				
     	#käinud	käi	nu		V	nud
,	,	,			Z	
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
naise	naise	naine	0		S	sg g
nink	####	####				
    	#ning	ning	0		J	
laste	@laste	laps	te		S	pl g
     	last	last	e		S	pl p
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
hoold	####	####				
     	#hoolt	hool	d		S	sg p
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
kanna	kand	kand	0		S	sg g
     	@kanna	kand	0		V	o
     	kanna	kanna	0		S	sg g
     	kanna	kanna	0		S	sg n
;	;	;			Z	
omma	####	####				
    	oma	oma	0		P	sg g
    	#on	ole	0		V	vad
nemma	####	####				
     	#nemad	tema	0		P	pl n
jo	####	####				
  	ju	ju	0		D	
  	#juba	juba	0		D	
mittund	####	####				
       	#mitut	mitu	nd		P	sg p
Körda	####	####				
     	#korda	kord	0		S	sg p
Koggokonna	####	####				
          	#kogukonna	kogukond	0		S	sg g
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
een	####	####				
   	#ees	ees	0		K	
   	ees	ees	0		D	
Käünu	####	####				
     	#käinud	käi	nu		V	nud
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
ilm	ilm	ilm	0		S	sg n
kokko	####	####				
     	kokku	kogu	0		S	adt
     	#kokku	kokku	0		D	
sündimata	sündimata	sündimata	0		A	
         	@sündimata	sündi	mata		V	mata
ello	####	####				
    	#elu	elu	0		S	sg g
perräst	####	####				
       	#pärast	pärast	0		K	
.	.	.			Z	
Ent	ent	ent	0		J	
mes	####	####				
   	mis	mis	0		P	pl n
   	#mis	mis	0		P	sg n
woijs	####	####				
     	#võiks	või	s		V	ks
Ka	ka	ka	0		D	
Koggokonna	####	####				
          	#kogukonna	kogukond	0		S	sg g
Kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
sääl	####	####				
    	#seal	seal	0		D	
tetta	####	####				
     	#teha	tege	tta		V	da
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
mees	@mees	mees	0		S	sg n
    	mesi	mesi	s		S	sg in
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
wäikesse	väikene	väikene	se		A	adt
        	väike	väike	se		A	adt
        	£väikse	väike	0		A	sg g
tenistussega	####	####				
            	#teenistusega	teenistus	ga		S	sg kom
widiki	####	####				
      	#veidike	veidike	0		D	
latsi	####	####				
     	#laste	laps	i		S	pl g
eest	eest	eest	0		D	
    	@eest	eest	0		K	
    	esi	esi	st		S	sg el
hoold	####	####				
     	#hoolt	hool	d		S	sg p
kannap	####	####				
      	#kannab	kand	p		V	b
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
naine	naine	naine	0		S	sg n
essi	####	####				
    	ise	ise	0		P	pl n
    	#ise	ise	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
tahha	####	####				
     	taha	taha	0		K	
     	taha	taha	0		D	
     	#taha	taht	0		V	o
mitte	mitte	mitte	0		D	
willast	@villast	villane	t		A	sg p
       	villa	villa	st		S	sg el
       	vill	vill	st		S	sg el
langa	####	####				
     	#lõnga	lõng	0		S	sg p
katski	####	####				
      	#katki	katki	0		D	
kisku	kisk	kisk	0		S	adt
     	kisk	kisk	0		S	sg p
     	£kiskuda	kisku	0		V	da
.	.	.			Z	
Om	####	####				
  	#on	ole	0		V	b
ennegi	ennegi	ennegi	0		D	
üts	####	####				
   	üks	üks	0		N	sg n
   	#üks	üks	0		P	sg n
kokko	####	####				
     	kokku	kogu	0		S	adt
     	#kokku	kokku	0		D	
sündimata	sündimata	sündimata	0		A	
         	@sündimata	sündi	mata		V	mata
abbi	####	####				
    	abi	abi	0		S	sg n
    	#abi	abi	0		S	sg g
    	abi	abi	0		S	sg p
ello	####	####				
    	#elu	elu	0		S	sg g
paar	paar	paar	0		N	sg n
    	@paar	paar	0		S	sg n
,	,	,			Z	
kelle	kes	kes	0		P	pl g
     	@kelle	kes	0		P	sg g
ülle	ülle	ülle	0		D	
    	üle	üle	0		D	
    	@üle	üle	0		K	
ka	ka	ka	0		D	
weel	@veel	veel	0		D	
    	vesi	vesi	l		S	sg ad
    	veel	vesi	l		S	sg ad
eddaspiddi	####	####				
          	#edaspidi	edaspidi	0		D	
kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
piddamist	####	####				
         	#pidamist	pidamine	t		S	sg p
saap	####	####				
    	#saab	saa	p		V	b
ollema	####	####				
      	#olema	ole	ma		V	ma
.	.	.			Z	
Päkohtumees	####	####				
           	#peakohtumees	pea_kohtu_mees	0		S	sg n
J	J	J	0		Y	?
Konts	konts	konts	0		S	sg n
     	£Konts	Konts	0		H	sg n
<allkiri>	allkiri	all_kiri	0		S	sg n
Abbikohtomees	####	####				
             	#abikohtumees	abi_kohtu_mees	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Petso	####	####				
     	#Peetsu	Petso	0		H	sg n
XXX	XXX	XXX	0		O	?
   	@XXX	XXX	0		Y	?
Abbikohtomees	####	####				
             	#abikohtumees	abi_kohtu_mees	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Wisk	####	####				
    	#Visk	Wisk	0		H	sg n
XXX	XXX	XXX	0		O	?
   	@XXX	XXX	0		Y	?
