Astus	astus	astu	s		V	s
toa	toa	tuba	0		S	sg g
ukse	ukse	uks	0		S	sg g
jälle	jälle	jälle	0		D	
ni	####	####				
  	#nii	nii	0		D	
samma	####	####				
     	#sama	sama	0		D	
kinni	kinni	kinni	0		D	
pannud	pan=nud	pan=nud	0		A	
      	pan=nud	pan=nud	0		A	sg n
      	pan=nu	pan=nu	d		S	pl n
      	pan=nud	pan=nud	d		A	pl n
      	@pannud	pane	nud		V	nud
.	.	.			Z	
Metsawahhi	####	####				
          	#metsavahi	metsa_vaht	0		S	sg g
Jaani	Jaan	Jaan	0		H	adt
     	@Jaani	Jaan	0		H	sg g
     	Jaan	Jaan	0		H	sg p
     	Jaani	Jaani	0		H	sg g
     	Jaani	Jaani	0		H	sg n
     	jaan	jaan	0		S	adt
     	jaan	jaan	0		S	sg g
     	jaan	jaan	0		S	sg p
naine	naine	naine	0		S	sg n
Mina	mina	mina	0		P	sg n
    	mina	mina	0		S	sg g
    	mina	mina	0		S	sg n
    	mina	mina	0		S	sg p
    	£Miina	Mina	0		H	sg n
tahtis	tahtis	taht	is		V	s
üks	üks	üks	0		N	sg n
   	@üks	üks	0		P	sg n
kord	@kord	kord	0		D	
    	kord	kord	0		S	sg n
enne	@enne	enne	0		D	
    	enne	enne	0		K	
    	enne	enne	0		S	sg n
mo	####	####				
  	#mu	mina	0		P	sg g
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
rahha	####	####				
     	raha	raha	0		S	sg g
     	#raha	raha	0		S	sg p
wahhetada	####	####				
         	#vahetada	vaheta	da		V	da
.	.	.			Z	
ma	ma	mina	0		P	sg n
wötsin	####	####				
      	#võtsin	võt	sin		V	sin
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
rahha	####	####				
     	#raha	raha	0		S	sg g
     	raha	raha	0		S	sg p
warrandusse	varr_and_uss	varr_and_uss	e		S	pl p
           	£varanduse	varandus	0		S	sg g
ahjo	####	####				
    	#ahju	ahi	0		S	sg g
seest	seest	seest	0		D	
     	@seest	seest	0		K	
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
     	välja	väli	0		S	adt
     	välja	väli	0		S	sg g
     	välja	väli	0		S	sg p
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	@ilma	ilma	0		D	
    	ilma	ilma	0		K	
mele	####	####				
    	#meelde	meel	0		S	adt
tulletamata	####	####				
           	#tuletamata	tuleta	mata		V	mata
,	,	,			Z	
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
sedda	####	####				
     	#seda	see	da		P	sg p
piddi	####	####				
     	#pidi	pida	i		V	s
     	pidi	pidi	0		K	
näggema	####	####				
       	#nägema	näge	ma		V	ma
,	,	,			Z	
wahhetasin	####	####				
          	#vahetasin	vaheta	sin		V	sin
temale	temale	tema	le		P	sg all
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
,	,	,			Z	
pannin	####	####				
      	#panin	pane	in		V	sin
jälle	jälle	jälle	0		D	
sinna	sinna	sinna	0		D	
taggasi	####	####				
       	#tagasi	tagasi	0		D	
       	tagasi	tagasi	0		K	
.	.	.			Z	
Mina	mina	mina	0		P	sg n
    	mina	mina	0		S	sg g
    	mina	mina	0		S	sg n
    	mina	mina	0		S	sg p
    	£Miina	Mina	0		H	sg g
nähhas	####	####				
      	#nähes	näge	es		V	des
.	.	.			Z	
Ma	ma	mina	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
sedda	####	####				
     	#seda	see	da		P	sg p
kellelegi	kellelegi	keegi	legi		P	sg all
näitnud	####	####				
       	#näidanud	näita	nud		V	nud
kus	kus	kus	0		D	
mo	####	####				
  	#mu	mina	0		P	sg g
rahha	####	####				
     	raha	raha	0		S	sg g
     	raha	raha	0		S	sg p
     	#raha	raha	0		S	sg n
olli	####	####				
    	#oli	ole	i		V	s
,	,	,			Z	
mitte	mitte	mitte	0		D	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
poialegi	####	####				
        	#pojalegi	poeg	le	gi	S	sg all
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg o
ma	ma	mina	0		P	sg n
sedda	####	####				
     	#seda	see	da		P	sg p
nätnud	####	####				
      	#näidanud	näita	nud		V	nud
kus	kus	kus	0		D	
mo	####	####				
  	#mu	mina	0		P	sg g
rahha	####	####				
     	raha	raha	0		S	sg g
     	raha	raha	0		S	sg p
     	#raha	raha	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
muud	muu	muu	d		P	pl n
    	@muu	muu	d		P	sg p
    	muu	muu	d		S	pl n
    	muu	muu	d		S	sg p
    	muu	muu	d		V	d
kegi	####	####				
    	#keegi	keegi	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
teadnud	tead=nud	tead=nud	0		A	
       	tead=nud	tead=nud	0		A	sg n
       	tead=nu	tead=nu	d		S	pl n
       	tead=nud	tead=nud	d		A	pl n
       	@teadnud	tead	nud		V	nud
kui	kui	kui	0		D	
   	@kui	kui	0		J	
agga	####	####				
    	#aga	aga	0		J	
metsawahhi	####	####				
          	#metsavahi	metsa_vaht	0		S	sg g
naine	naine	naine	0		S	sg n
Mina	mina	mina	0		P	sg n
    	mina	mina	0		S	sg g
    	mina	mina	0		S	sg n
    	mina	mina	0		S	sg p
    	£Miina	Mina	0		H	sg n
näggi	####	####				
     	#nägi	näge	i		V	s
siis	siis	siis	0		D	
    	@siis	siis	0		J	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
ma	ma	mina	0		P	sg n
temmale	####	####				
       	#temale	tema	le		P	sg all
rahha	####	####				
     	raha	raha	0		S	sg g
     	#raha	raha	0		S	sg p
wahhetasin	####	####				
          	#vahetasin	vaheta	sin		V	sin
.	.	.			Z	
Ma	ma	mina	0		P	sg n
ütlesin	ütlesin	ütle	sin		V	sin
metsawahhi	####	####				
          	#metsavahi	metsa_vaht	0		S	sg g
wabbadikko	####	####				
          	#vabadiku	vabadik	0		S	sg g
wasta	vasta	vasta	0		V	o
     	@vastu	vastu	0		D	
     	vastu	vastu	0		K	
teisepäwa	####	####				
         	#teisipäeva	teisipäev	0		S	sg g
õhta	####	####				
    	#õhtu	õhtu	0		S	sg g
kui	kui	kui	0		D	
   	@kui	kui	0		J	
hommiku	hommiku	hommik	0		S	sg g
piddin	####	####				
      	#pidin	pida	in		V	sin
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
     	välja	väli	0		S	adt
     	välja	väli	0		S	sg g
     	välja	väli	0		S	sg p
minnema	####	####				
       	#minema	mine	ma		V	ma
,	,	,			Z	
et	et	et	0		J	
ma	ma	mina	0		P	sg n
homme	homme	homme	0		D	
kotto	####	####				
     	#kodu	kodu	0		S	sg g
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
lähhen	####	####				
      	#lähen	mine	n		V	n
,	,	,			Z	
nüüd	nüüd	nüüd	0		D	
teadi	####	####				
     	¤					
metsawaht	metsavaht	metsa_vaht	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Pois	poi	poi	s		S	sg in
    	£Pois	Pois	0		H	sg n
ja	ja	ja	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
naine	naine	naine	0		S	sg n
Mina	mina	mina	0		P	sg n
    	mina	mina	0		S	sg g
    	mina	mina	0		S	sg n
    	mina	mina	0		S	sg p
    	£Miina	Mina	0		H	sg n
,	,	,			Z	
wabbadik	####	####				
        	#vabadik	vabadik	0		S	sg n
:	:	:			Z	
Liso	####	####				
    	#Liisu	Liso	0		H	sg n
    	Liisu	Liso	0		H	sg g
Wisendahl	####	####				
         	#Wisendahl	Wisendahl	0		H	sg n
et	et	et	0		J	
ma	ma	mina	0		P	sg n
kotto	####	####				
     	#kodu	kodu	0		S	sg g
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
ollin	####	####				
     	#olin	ole	n		V	sin
.	.	.			Z	
Astus	astus	astu	s		V	s
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
metsawaht	metsavaht	metsa_vaht	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Pois	poi	poi	s		S	sg in
    	£Pois	Pois	0		H	sg n
:	:	:			Z	
Minna	Minna	Minna	0		H	sg g
     	Minna	Minna	0		H	sg n
     	mine	mine	a		V	da
     	£mina	mina	0		P	sg n
sest	@sest	see	st		P	sg el
    	sest	sest	0		J	
rahhast	####	####				
       	#rahast	raha	st		S	sg el
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
tea	tea	tead	0		V	o
,	,	,			Z	
sele	####	####				
    	#selle	see	0		P	sg g
rahha	####	####				
     	#raha	raha	0		S	sg g
     	raha	raha	0		S	sg p
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
ollen	####	####				
     	#olen	ole	n		V	n
ma	ma	mina	0		P	sg n
kül	####	####				
   	#küll	küll	0		D	
ilam	####	####				
    	#ilma	ilma	0		D	
teadmatta	####	####				
         	#teadmata	tead	mata		V	mata
.	.	.			Z	
Kohhus	####	####				
      	kohus	kohu	s		V	s
      	#kohus	kohus	0		S	sg n
kulas	kula	kula	s		S	sg in
     	£kuulas	kuula	s		V	s
sedda	####	####				
     	#seda	see	da		P	sg p
asja	asi	asi	0		S	adt
    	asi	asi	0		S	sg g
    	@asja	asi	0		S	sg p
kül	####	####				
   	#küll	küll	0		D	
järrele	####	####				
       	#järele	järele	0		D	
       	järele	järele	0		K	
,	,	,			Z	
agga	####	####				
    	#aga	aga	0		J	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
neil	see	see	l		P	pl ad
    	@neil	tema	l		P	pl ad
kumbagil	####	####				
        	#kummalgi	kumbki	l		P	sg ad
käemeest	käemeest	käe_mees	t		S	sg p
et	et	et	0		J	
olleks	####	####				
      	#oleks	ole	ks		V	ks
woinud	####	####				
      	#võinud	või	nud		V	nud
sedda	####	####				
     	#seda	see	da		P	sg p
asja	asi	asi	0		S	adt
    	asi	asi	0		S	sg g
    	@asja	asi	0		S	sg p
selletada	####	####				
         	#seletada	seleta	da		V	da
,	,	,			Z	
antsid	####	####				
      	#andsid	and	sid		V	sid
surema	sure	sure	ma		V	ma
      	@suurema	suurem	0		C	sg g
kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	adt
ülle	ülle	ülle	0		D	
    	@üle	üle	0		D	
    	üle	üle	0		K	
waatamise	vaatamise	vaatamine	0		S	sg g
alla	alla	alla	0		D	
    	@alla	alla	0		K	
.	.	.			Z	
